,M1,M2,TOTAL
2020-09-06 06:00:00,-35.37,0.0,-35.37
2020-09-06 06:30:00,-39.91,0.0,-39.91
2020-09-06 07:00:00,-37.61,0.0,-37.61
2020-09-06 07:30:00,-41.3,-0.0,-41.3
2020-09-06 08:00:00,0.0,46.55,46.55
2020-09-06 08:30:00,-0.0,46.55,46.55
2020-09-06 09:00:00,45.24,0.0,45.24
2020-09-06 09:30:00,-43.47,0.0,-43.47
2020-09-06 10:00:00,0.0,-39.06,-39.06
2020-09-06 10:30:00,0.0,-39.06,-39.06
2020-09-06 11:00:00,47.87,0.0,47.87
2020-09-06 11:30:00,48.77,-0.0,48.77
2020-09-06 12:00:00,49.51,0.0,49.51
2020-09-06 12:30:00,47.55,-0.0,47.55
2020-09-06 13:00:00,-0.0,-40.34,-40.34
2020-09-06 13:30:00,0.0,-40.34,-40.34
2020-09-06 14:00:00,-39.75,0.0,-39.75
2020-09-06 14:30:00,-44.91,0.0,-44.91
2020-09-06 15:00:00,0.0,0.0,0.0
2020-09-06 15:30:00,0.0,-0.0,0.0
2020-09-06 16:00:00,0.0,69.75000000000001,69.75000000000001
2020-09-06 16:30:00,-0.0,69.75000000000001,69.75000000000001
2020-09-06 17:00:00,0.0,70.43,70.43
2020-09-06 17:30:00,0.0,70.43,70.43
2020-09-06 18:00:00,0.0,0.0,0.0
2020-09-06 18:30:00,0.0,-0.0,0.0
2020-09-06 19:00:00,-54.63,0.0,-54.63
2020-09-06 19:30:00,-51.04,-0.0,-51.04
2020-09-06 20:00:00,0.0,57.285,57.285
2020-09-06 20:30:00,0.0,57.285,57.285
2020-09-06 21:00:00,-41.69,0.0,-41.69
2020-09-06 21:30:00,-36.75,0.0,-36.75
2020-09-06 22:00:00,0.0,50.9,50.9
2020-09-06 22:30:00,0.0,50.9,50.9
2020-09-06 23:00:00,0.0,0.0,0.0
2020-09-06 23:30:00,-28.29,-0.0,-28.29
2020-09-07 00:00:00,-29.52,0.0,-29.52
2020-09-07 00:30:00,0.0,-0.0,0.0
2020-09-07 01:00:00,-27.36,0.0,-27.36
2020-09-07 01:30:00,-26.23,0.0,-26.23
2020-09-07 02:00:00,0.0,35.175,35.175
2020-09-07 02:30:00,0.0,35.175,35.175
2020-09-07 03:00:00,-26.18,0.0,-26.18
2020-09-07 03:30:00,-23.53,0.0,-23.53
2020-09-07 04:00:00,41.42999999999993,0.0,41.42999999999993
2020-09-07 04:30:00,-39.929999999999936,-0.0,-39.929999999999936
2020-09-07 05:00:00,0.0,0.0,0.0
2020-09-07 05:30:00,0.0,-0.0,0.0
2020-09-07 06:00:00,0.0,54.16,54.16
2020-09-07 06:30:00,-0.0,54.16,54.16
2020-09-07 07:00:00,0.0,53.96,53.96
2020-09-07 07:30:00,0.0,53.96,53.96
2020-09-07 08:00:00,-0.0,0.0,0.0
2020-09-07 08:30:00,-42.64,0.0,-42.64
2020-09-07 09:00:00,45.25,0.0,45.25
2020-09-07 09:30:00,-0.0,0.0,0.0
2020-09-07 10:00:00,0.0,-36.115,-36.115
2020-09-07 10:30:00,-0.0,-36.115,-36.115
2020-09-07 11:00:00,39.78,0.0,39.78
2020-09-07 11:30:00,38.39,0.0,38.39
2020-09-07 12:00:00,-0.0,-18.045,-18.045
2020-09-07 12:30:00,0.0,-18.045,-18.045
2020-09-07 13:00:00,37.62,0.0,37.62
2020-09-07 13:30:00,-35.76,0.0,-35.76
2020-09-07 14:00:00,-32.78,0.0,-32.78
2020-09-07 14:30:00,-31.45,0.0,-31.45
2020-09-07 15:00:00,-32.08,0.0,-32.08
2020-09-07 15:30:00,0.0,-0.0,0.0
2020-09-07 16:00:00,0.0,50.205,50.205
2020-09-07 16:30:00,0.0,50.205,50.205
2020-09-07 17:00:00,-0.0,56.25,56.25
2020-09-07 17:30:00,0.0,56.25,56.25
2020-09-07 18:00:00,-44.93,0.0,-44.93
2020-09-07 18:30:00,-45.19,-0.0,-45.19
2020-09-07 19:00:00,0.0,54.97,54.97
2020-09-07 19:30:00,0.0,54.97,54.97
2020-09-07 20:00:00,0.0,0.0,0.0
2020-09-07 20:30:00,0.0,-0.0,0.0
2020-09-07 21:00:00,-36.78,0.0,-36.78
2020-09-07 21:30:00,37.77,-0.0,37.77
2020-09-07 22:00:00,-23.4,0.0,-23.4
2020-09-07 22:30:00,-25.1,0.0,-25.1
2020-09-07 23:00:00,-30.94,0.0,-30.94
2020-09-07 23:30:00,-29.66,-0.0,-29.66
2020-09-08 00:00:00,0.0,38.165,38.165
2020-09-08 00:30:00,0.0,38.165,38.165
2020-09-08 01:00:00,-35.46,0.0,-35.46
2020-09-08 01:30:00,36.49,-0.0,36.49
2020-09-08 02:00:00,-0.0,40.79,40.79
2020-09-08 02:30:00,0.0,40.79,40.79
2020-09-08 03:00:00,-32.35,0.0,-32.35
2020-09-08 03:30:00,-34.22,0.0,-34.22
2020-09-08 04:00:00,-35.79,0.0,-35.79
2020-09-08 04:30:00,-26.97,0.0,-26.97
2020-09-08 05:00:00,36.26,0.0,36.26
2020-09-08 05:30:00,-32.9,-0.0,-32.9
2020-09-08 06:00:00,0.0,59.0,59.0
2020-09-08 06:30:00,-0.0,59.0,59.0
2020-09-08 07:00:00,0.0,58.355,58.355
2020-09-08 07:30:00,-0.0,58.355,58.355
2020-09-08 08:00:00,-0.0,0.0,0.0
2020-09-08 08:30:00,-0.0,0.0,0.0
2020-09-08 09:00:00,0.0,-40.35,-40.35
2020-09-08 09:30:00,0.0,-40.35,-40.35
2020-09-08 10:00:00,0.0,0.0,0.0
2020-09-08 10:30:00,47.09,0.0,47.09
2020-09-08 11:00:00,46.77,0.0,46.77
2020-09-08 11:30:00,0.0,0.0,0.0
2020-09-08 12:00:00,0.0,-39.735,-39.735
2020-09-08 12:30:00,0.0,-39.735,-39.735
2020-09-08 13:00:00,0.0,-38.06,-38.06
2020-09-08 13:30:00,0.0,-38.06,-38.06
2020-09-08 14:00:00,-0.0,0.0,0.0
2020-09-08 14:30:00,-0.0,0.0,0.0
2020-09-08 15:00:00,0.0,0.0,0.0
2020-09-08 15:30:00,0.0,-0.0,0.0
2020-09-08 16:00:00,0.0,66.37,66.37
2020-09-08 16:30:00,0.0,66.37,66.37
2020-09-08 17:00:00,0.0,64.5,64.5
2020-09-08 17:30:00,0.0,64.5,64.5
2020-09-08 18:00:00,-50.12,0.0,-50.12
2020-09-08 18:30:00,-49.19,-0.0,-49.19
2020-09-08 19:00:00,0.0,54.11,54.11
2020-09-08 19:30:00,0.0,54.11,54.11
2020-09-08 20:00:00,0.0,0.0,0.0
2020-09-08 20:30:00,0.0,-0.0,0.0
2020-09-08 21:00:00,0.0,0.0,0.0
2020-09-08 21:30:00,0.0,-0.0,0.0
2020-09-08 22:00:00,-20.46,0.0,-20.46
2020-09-08 22:30:00,-25.51,0.0,-25.51
2020-09-08 23:00:00,0.0,31.35,31.35
2020-09-08 23:30:00,0.0,31.35,31.35
2020-09-09 00:00:00,-23.25,0.0,-23.25
2020-09-09 00:30:00,25.03,0.0,25.03
2020-09-09 01:00:00,-22.47,0.0,-22.47
2020-09-09 01:30:00,-22.41,-0.0,-22.41
2020-09-09 02:00:00,-19.35,0.0,-19.35
2020-09-09 02:30:00,-19.84,0.0,-19.84
2020-09-09 03:00:00,0.0,0.0,0.0
2020-09-09 03:30:00,0.0,-0.0,0.0
2020-09-09 04:00:00,0.0,44.775,44.775
2020-09-09 04:30:00,0.0,44.775,44.775
2020-09-09 05:00:00,47.35,0.0,47.35
2020-09-09 05:30:00,-40.33,-0.0,-40.33
2020-09-09 06:00:00,-32.73,0.0,-32.73
2020-09-09 06:30:00,-43.93,0.0,-43.93
2020-09-09 07:00:00,0.0,54.865,54.865
2020-09-09 07:30:00,-0.0,54.865,54.865
2020-09-09 08:00:00,49.43,0.0,49.43
2020-09-09 08:30:00,49.44,-0.0,49.44
2020-09-09 09:00:00,0.0,0.0,0.0
2020-09-09 09:30:00,0.0,-0.0,0.0
2020-09-09 10:00:00,0.0,-35.445,-35.445
2020-09-09 10:30:00,0.0,-35.445,-35.445
2020-09-09 11:00:00,43.13,0.0,43.13
2020-09-09 11:30:00,40.82,0.0,40.82
2020-09-09 12:00:00,-0.0,-36.03,-36.03
2020-09-09 12:30:00,0.0,-36.03,-36.03
2020-09-09 13:00:00,-0.0,-35.185,-35.185
2020-09-09 13:30:00,-0.0,-35.185,-35.185
2020-09-09 14:00:00,0.0,20.64,20.64
2020-09-09 14:30:00,0.0,20.64,20.64
2020-09-09 15:00:00,-33.55,0.0,-33.55
2020-09-09 15:30:00,0.0,-0.0,0.0
2020-09-09 16:00:00,0.0,59.91,59.91
2020-09-09 16:30:00,0.0,59.91,59.91
2020-09-09 17:00:00,-53.34999999999995,0.0,-53.34999999999995
2020-09-09 17:30:00,-50.8,-0.0,-50.8
2020-09-09 18:00:00,0.0,61.375,61.375
2020-09-09 18:30:00,0.0,61.375,61.375
2020-09-09 19:00:00,0.0,56.355,56.355
2020-09-09 19:30:00,0.0,56.355,56.355
2020-09-09 20:00:00,0.0,0.0,0.0
2020-09-09 20:30:00,-39.67,-0.0,-39.67
2020-09-09 21:00:00,-0.0,20.26,20.26
2020-09-09 21:30:00,0.0,20.26,20.26
2020-09-09 22:00:00,-32.97,0.0,-32.97
2020-09-09 22:30:00,-25.39,0.0,-25.39
2020-09-09 23:00:00,-27.37,0.0,-27.37
2020-09-09 23:30:00,-30.27,0.0,-30.27
2020-09-10 00:00:00,0.0,38.92,38.92
2020-09-10 00:30:00,-0.0,38.92,38.92
2020-09-10 01:00:00,0.0,36.11999999999999,36.11999999999999
2020-09-10 01:30:00,0.0,36.11999999999999,36.11999999999999
2020-09-10 02:00:00,-30.88,0.0,-30.88
2020-09-10 02:30:00,-30.96,0.0,-30.96
2020-09-10 03:00:00,-33.62,0.0,-33.62
2020-09-10 03:30:00,-32.2,-0.0,-32.2
2020-09-10 04:00:00,0.0,22.7125,22.7125
2020-09-10 04:30:00,0.0,22.7125,22.7125
2020-09-10 05:00:00,-45.25,0.0,-45.25
2020-09-10 05:30:00,0.0,-0.0,0.0
2020-09-10 06:00:00,0.0,55.88,55.88
2020-09-10 06:30:00,-0.0,55.88,55.88
2020-09-10 07:00:00,0.0,56.015,56.015
2020-09-10 07:30:00,0.0,56.015,56.015
2020-09-10 08:00:00,0.0,0.0,0.0
2020-09-10 08:30:00,-45.59,-0.0,-45.59
2020-09-10 09:00:00,46.77,0.0,46.77
2020-09-10 09:30:00,0.0,0.0,0.0
2020-09-10 10:00:00,-40.09,0.0,-40.09
2020-09-10 10:30:00,-0.0,0.0,0.0
2020-09-10 11:00:00,43.97,0.0,43.97
2020-09-10 11:30:00,0.0,0.0,0.0
2020-09-10 12:00:00,-0.0,-33.525,-33.525
2020-09-10 12:30:00,0.0,-33.525,-33.525
2020-09-10 13:00:00,-34.89,0.0,-34.89
2020-09-10 13:30:00,-34.83,-0.0,-34.83
2020-09-10 14:00:00,0.0,0.0,0.0
2020-09-10 14:30:00,0.0,-0.0,0.0
2020-09-10 15:00:00,0.0,0.0,0.0
2020-09-10 15:30:00,0.0,-0.0,0.0
2020-09-10 16:00:00,0.0,75.265,75.265
2020-09-10 16:30:00,0.0,75.265,75.265
2020-09-10 17:00:00,-0.0,76.455,76.455
2020-09-10 17:30:00,0.0,76.455,76.455
2020-09-10 18:00:00,-58.8,0.0,-58.8
2020-09-10 18:30:00,-55.42,-0.0,-55.42
2020-09-10 19:00:00,0.0,60.4,60.4
2020-09-10 19:30:00,0.0,60.4,60.4
2020-09-10 20:00:00,0.0,0.0,0.0
2020-09-10 20:30:00,-36.98,-0.0,-36.98
2020-09-10 21:00:00,0.0,20.2875,20.2875
2020-09-10 21:30:00,0.0,20.2875,20.2875
2020-09-10 22:00:00,-32.41,0.0,-32.41
2020-09-10 22:30:00,42.16,-0.0,42.16
2020-09-10 23:00:00,-38.42,0.0,-38.42
2020-09-10 23:30:00,-25.9,0.0,-25.9
2020-09-11 00:00:00,-0.0,39.445,39.445
2020-09-11 00:30:00,0.0,39.445,39.445
2020-09-11 01:00:00,-33.82,0.0,-33.82
2020-09-11 01:30:00,-33.4,0.0,-33.4
2020-09-11 02:00:00,-34.73,0.0,-34.73
2020-09-11 02:30:00,-34.48,-0.0,-34.48
2020-09-11 03:00:00,36.41,0.0,36.41
2020-09-11 03:30:00,-30.85,-0.0,-30.85
2020-09-11 04:00:00,40.14,0.0,40.14
2020-09-11 04:30:00,-36.83,-0.0,-36.83
2020-09-11 05:00:00,0.0,45.495,45.495
2020-09-11 05:30:00,0.0,45.495,45.495
2020-09-11 06:00:00,-0.0,54.275,54.275
2020-09-11 06:30:00,-0.0,54.275,54.275
2020-09-11 07:00:00,-40.2,0.0,-40.2
2020-09-11 07:30:00,-39.82,-0.0,-39.82
2020-09-11 08:00:00,0.0,43.225,43.225
2020-09-11 08:30:00,0.0,43.225,43.225
2020-09-11 09:00:00,-0.0,0.0,0.0
2020-09-11 09:30:00,-0.0,0.0,0.0
2020-09-11 10:00:00,-0.0,-33.545,-33.545
2020-09-11 10:30:00,-0.0,-33.545,-33.545
2020-09-11 11:00:00,35.29,0.0,35.29
2020-09-11 11:30:00,-32.92,0.0,-32.92
2020-09-11 12:00:00,35.26,0.0,35.26
2020-09-11 12:30:00,36.37,0.0,36.37
2020-09-11 13:00:00,-0.0,-30.305,-30.305
2020-09-11 13:30:00,-0.0,-30.305,-30.305
2020-09-11 14:00:00,0.0,0.0,0.0
2020-09-11 14:30:00,-28.74,0.0,-28.74
2020-09-11 15:00:00,-27.81,0.0,-27.81
2020-09-11 15:30:00,0.0,-0.0,0.0
2020-09-11 16:00:00,0.0,52.155,52.155
2020-09-11 16:30:00,0.0,52.155,52.155
2020-09-11 17:00:00,0.0,54.14,54.14
2020-09-11 17:30:00,-0.0,54.14,54.14
2020-09-11 18:00:00,-38.6,0.0,-38.6
2020-09-11 18:30:00,43.44,-0.0,43.44
2020-09-11 19:00:00,-38.54,0.0,-38.54
2020-09-11 19:30:00,-34.42,-0.0,-34.42
2020-09-11 20:00:00,0.0,45.78,45.78
2020-09-11 20:30:00,0.0,45.78,45.78
2020-09-11 21:00:00,-31.62,0.0,-31.62
2020-09-11 21:30:00,-34.21,0.0,-34.21
2020-09-11 22:00:00,0.0,40.47,40.47
2020-09-11 22:30:00,-0.0,40.47,40.47
2020-09-11 23:00:00,0.0,0.0,0.0
2020-09-11 23:30:00,0.0,-0.0,0.0
2020-09-12 00:00:00,0.0,0.0,0.0
2020-09-12 00:30:00,0.0,-0.0,0.0
2020-09-12 01:00:00,-18.29,0.0,-18.29
2020-09-12 01:30:00,-16.52,-0.0,-16.52
2020-09-12 02:00:00,0.0,19.229999999999997,19.229999999999997
2020-09-12 02:30:00,0.0,19.229999999999997,19.229999999999997
2020-09-12 03:00:00,0.0,0.0,0.0
2020-09-12 03:30:00,0.0,-0.0,0.0
2020-09-12 04:00:00,-9.13,0.0,-9.13
2020-09-12 04:30:00,-10.05,-0.0,-10.05
2020-09-12 05:00:00,-10.04,0.0,-10.04
2020-09-12 05:30:00,-10.42,-0.0,-10.42
2020-09-12 06:00:00,0.0,0.0,0.0
2020-09-12 06:30:00,26.23,-0.0,26.23
2020-09-12 07:00:00,-19.66,0.0,-19.66
2020-09-12 07:30:00,24.93,-0.0,24.93
2020-09-12 08:00:00,0.0,0.0,0.0
2020-09-12 08:30:00,26.0,-0.0,26.0
2020-09-12 09:00:00,26.78,0.0,26.78
2020-09-12 09:30:00,25.09,0.0,25.09
2020-09-12 10:00:00,-0.0,-21.29,-21.29
2020-09-12 10:30:00,-0.0,-21.29,-21.29
2020-09-12 11:00:00,23.41,0.0,23.41
2020-09-12 11:30:00,22.95,0.0,22.95
2020-09-12 12:00:00,0.0,-18.16,-18.16
2020-09-12 12:30:00,0.0,-18.16,-18.16
2020-09-12 13:00:00,-19.02,0.0,-19.02
2020-09-12 13:30:00,0.0,0.0,0.0
2020-09-12 14:00:00,-18.66,0.0,-18.66
2020-09-12 14:30:00,21.78,-0.0,21.78
2020-09-12 15:00:00,-19.42,0.0,-19.42
2020-09-12 15:30:00,0.0,-0.0,0.0
2020-09-12 16:00:00,0.0,45.405,45.405
2020-09-12 16:30:00,0.0,45.405,45.405
2020-09-12 17:00:00,-40.22,0.0,-40.22
2020-09-12 17:30:00,-38.58,-0.0,-38.58
2020-09-12 18:00:00,0.0,52.565,52.565
2020-09-12 18:30:00,0.0,52.565,52.565
2020-09-12 19:00:00,0.0,49.675,49.675
2020-09-12 19:30:00,0.0,49.675,49.675
2020-09-12 20:00:00,-32.38,0.0,-32.38
2020-09-12 20:30:00,-30.58,-0.0,-30.58
2020-09-12 21:00:00,-33.17,0.0,-33.17
2020-09-12 21:30:00,-24.73,0.0,-24.73
2020-09-12 22:00:00,36.52,0.0,36.52
2020-09-12 22:30:00,-17.44,0.0,-17.44
2020-09-12 23:00:00,36.09,0.0,36.09
2020-09-12 23:30:00,-18.42,0.0,-18.42
2020-09-13 00:00:00,0.0,36.71,36.71
2020-09-13 00:30:00,0.0,36.71,36.71
2020-09-13 01:00:00,0.0,34.51,34.51
2020-09-13 01:30:00,0.0,34.51,34.51
2020-09-13 02:00:00,-25.81,0.0,-25.81
2020-09-13 02:30:00,-26.41,-0.0,-26.41
2020-09-13 03:00:00,0.0,29.41,29.41
2020-09-13 03:30:00,0.0,29.41,29.41
2020-09-13 04:00:00,-26.13,0.0,-26.13
2020-09-13 04:30:00,-24.5,0.0,-24.5
2020-09-13 05:00:00,0.0,30.015,30.015
2020-09-13 05:30:00,0.0,30.015,30.015
2020-09-13 06:00:00,-9.83,0.0,-9.83
2020-09-13 06:30:00,26.92,0.0,26.92
2020-09-13 07:00:00,-20.67,0.0,-20.67
2020-09-13 07:30:00,33.8,-0.0,33.8
2020-09-13 08:00:00,-20.499999999999996,0.0,-20.499999999999996
2020-09-13 08:30:00,21.5,0.0,21.5
2020-09-13 09:00:00,-0.0,-12.07,-12.07
2020-09-13 09:30:00,0.0,-12.07,-12.07
2020-09-13 10:00:00,-0.0,-14.085,-14.085
2020-09-13 10:30:00,-0.0,-14.085,-14.085
2020-09-13 11:00:00,0.0,0.0,0.0
2020-09-13 11:30:00,15.93,0.0,15.93
2020-09-13 12:00:00,18.09,0.0,18.09
2020-09-13 12:30:00,17.82,-0.0,17.82
2020-09-13 13:00:00,-0.0,-14.465,-14.465
2020-09-13 13:30:00,0.0,-14.465,-14.465
2020-09-13 14:00:00,-14.12,0.0,-14.12
2020-09-13 14:30:00,17.49,0.0,17.49
2020-09-13 15:00:00,-16.08,0.0,-16.08
2020-09-13 15:30:00,0.0,-0.0,0.0
2020-09-13 16:00:00,0.0,46.415,46.415
2020-09-13 16:30:00,0.0,46.415,46.415
2020-09-13 17:00:00,-42.86,0.0,-42.86
2020-09-13 17:30:00,-45.1,-0.0,-45.1
2020-09-13 18:00:00,0.0,57.65,57.65
2020-09-13 18:30:00,0.0,57.65,57.65
2020-09-13 19:00:00,0.0,56.955,56.955
2020-09-13 19:30:00,0.0,56.955,56.955
2020-09-13 20:00:00,0.0,0.0,0.0
2020-09-13 20:30:00,0.0,-0.0,0.0
2020-09-13 21:00:00,0.0,0.0,0.0
2020-09-13 21:30:00,-36.27,-0.0,-36.27
2020-09-13 22:00:00,39.17,0.0,39.17
2020-09-13 22:30:00,-26.41,0.0,-26.41
2020-09-13 23:00:00,-27.11,0.0,-27.11
2020-09-13 23:30:00,-30.13,0.0,-30.13
2020-09-14 00:00:00,2.7193802765168584e-12,17.035000000000178,17.035000000002896
2020-09-14 00:30:00,1.5613982329298889e-12,17.035000000000178,17.035000000001737
2020-09-14 01:00:00,-31.280000000001614,-1.7643131400291166e-12,-31.28000000000338
2020-09-14 01:30:00,-31.540000000002788,-1.7643131400291166e-12,-31.540000000004554
2020-09-14 02:00:00,1.0200329469967073e-12,38.950000000001154,38.95000000000218
2020-09-14 02:30:00,9.766210062878145e-13,38.950000000001154,38.95000000000213
2020-09-14 03:00:00,-1.4344171376501951e-12,0.0,-1.4344171376501951e-12
2020-09-14 03:30:00,-23.3,0.0,-23.3
2020-09-14 04:00:00,43.54,0.0,43.54
2020-09-14 04:30:00,-28.99,-0.0,-28.99
2020-09-14 05:00:00,-32.94,0.0,-32.94
2020-09-14 05:30:00,38.24000000000038,-0.0,38.24000000000038
2020-09-14 06:00:00,-27.5,0.0,-27.5
2020-09-14 06:30:00,48.4,-0.0,48.4
2020-09-14 07:00:00,-0.0,59.615,59.615
2020-09-14 07:30:00,-0.0,59.615,59.615
2020-09-14 08:00:00,-44.03000000000005,0.0,-44.03000000000005
2020-09-14 08:30:00,-43.02,-0.0,-43.02
2020-09-14 09:00:00,46.87,0.0,46.87
2020-09-14 09:30:00,0.0,0.0,0.0
2020-09-14 10:00:00,-0.0,46.93,46.93
2020-09-14 10:30:00,-0.0,46.93,46.93
2020-09-14 11:00:00,-0.0,-42.245,-42.245
2020-09-14 11:30:00,-0.0,-42.245,-42.245
2020-09-14 12:00:00,-0.0,-43.425,-43.425
2020-09-14 12:30:00,0.0,-43.425,-43.425
2020-09-14 13:00:00,-0.0,0.0,0.0
2020-09-14 13:30:00,-0.0,0.0,0.0
2020-09-14 14:00:00,0.0,0.0,0.0
2020-09-14 14:30:00,0.0,-0.0,0.0
2020-09-14 15:00:00,0.0,0.0,0.0
2020-09-14 15:30:00,0.0,-0.0,0.0
2020-09-14 16:00:00,0.0,127.575,127.575
2020-09-14 16:30:00,0.0,127.575,127.575
2020-09-14 17:00:00,-0.0,158.135,158.135
2020-09-14 17:30:00,-0.0,158.135,158.135
2020-09-14 18:00:00,0.0,0.0,0.0
2020-09-14 18:30:00,0.0,-0.0,0.0
2020-09-14 19:00:00,0.0,0.0,0.0
2020-09-14 19:30:00,0.0,-0.0,0.0
2020-09-14 20:00:00,0.0,0.0,0.0
2020-09-14 20:30:00,-54.96,-0.0,-54.96
2020-09-14 21:00:00,60.97,0.0,60.97
2020-09-14 21:30:00,-50.32,0.0,-50.32
2020-09-14 22:00:00,66.01,0.0,66.01
2020-09-14 22:30:00,0.0,-0.0,0.0
2020-09-14 23:00:00,0.0,0.0,0.0
2020-09-14 23:30:00,0.0,-0.0,0.0
2020-09-15 00:00:00,-33.24,0.0,-33.24
2020-09-15 00:30:00,-31.46,0.0,-31.46
2020-09-15 01:00:00,0.0,37.41,37.41
2020-09-15 01:30:00,0.0,37.41,37.41
2020-09-15 02:00:00,-33.479999999999585,0.0,-33.479999999999585
2020-09-15 02:30:00,-32.61000000000041,-0.0,-32.61000000000041
2020-09-15 03:00:00,-35.819999999999986,0.0,-35.819999999999986
2020-09-15 03:30:00,-34.88,-0.0,-34.88
2020-09-15 04:00:00,0.0,0.0,0.0
2020-09-15 04:30:00,0.0,-0.0,0.0
2020-09-15 05:00:00,0.0,0.0,0.0
2020-09-15 05:30:00,0.0,-0.0,0.0
2020-09-15 06:00:00,-0.0,97.495,97.495
2020-09-15 06:30:00,-0.0,97.495,97.495
2020-09-15 07:00:00,-0.0,94.18,94.18
2020-09-15 07:30:00,-0.0,94.18,94.18
2020-09-15 08:00:00,-0.0,0.0,0.0
2020-09-15 08:30:00,-0.0,0.0,0.0
2020-09-15 09:00:00,-0.0,0.0,0.0
2020-09-15 09:30:00,-67.91,0.0,-67.91
2020-09-15 10:00:00,-0.0,-34.042499999999976,-34.042499999999976
2020-09-15 10:30:00,-0.0,-34.042499999999976,-34.042499999999976
2020-09-15 11:00:00,0.0,-62.935,-62.935
2020-09-15 11:30:00,0.0,-62.935,-62.935
2020-09-15 12:00:00,76.03,0.0,76.03
2020-09-15 12:30:00,-70.77,0.0,-70.77
2020-09-15 13:00:00,0.0,0.0,0.0
2020-09-15 13:30:00,0.0,-0.0,0.0
2020-09-15 14:00:00,0.0,0.0,0.0
2020-09-15 14:30:00,0.0,-0.0,0.0
2020-09-15 15:00:00,0.0,0.0,0.0
2020-09-15 15:30:00,0.0,-0.0,0.0
2020-09-15 16:00:00,-0.0,328.495,328.495
2020-09-15 16:30:00,-0.0,328.495,328.495
2020-09-15 17:00:00,-0.0,494.405,494.405
2020-09-15 17:30:00,-0.0,494.405,494.405
2020-09-15 18:00:00,0.0,0.0,0.0
2020-09-15 18:30:00,0.0,-0.0,0.0
2020-09-15 19:00:00,0.0,0.0,0.0
2020-09-15 19:30:00,0.0,-0.0,0.0
2020-09-15 20:00:00,0.0,0.0,0.0
2020-09-15 20:30:00,-67.97,-0.0,-67.97
2020-09-15 21:00:00,70.67,0.0,70.67
2020-09-15 21:30:00,0.0,-0.0,0.0
2020-09-15 22:00:00,0.0,0.0,0.0
2020-09-15 22:30:00,-40.93,-0.0,-40.93
2020-09-15 23:00:00,-0.0,22.445,22.445
2020-09-15 23:30:00,0.0,22.445,22.445
2020-09-16 00:00:00,0.0,0.0,0.0
2020-09-16 00:30:00,0.0,-0.0,0.0
2020-09-16 01:00:00,-36.070000000000036,0.0,-36.070000000000036
2020-09-16 01:30:00,0.0,-0.0,0.0
2020-09-16 02:00:00,-35.04,0.0,-35.04
2020-09-16 02:30:00,-33.68,-0.0,-33.68
2020-09-16 03:00:00,0.0,38.830000000000126,38.830000000000126
2020-09-16 03:30:00,0.0,38.830000000000126,38.830000000000126
2020-09-16 04:00:00,-33.52,0.0,-33.52
2020-09-16 04:30:00,-30.26,0.0,-30.26
2020-09-16 05:00:00,-33.65,0.0,-33.65
2020-09-16 05:30:00,0.0,-0.0,0.0
2020-09-16 06:00:00,-0.0,61.055,61.055
2020-09-16 06:30:00,-0.0,61.055,61.055
2020-09-16 07:00:00,-50.98,0.0,-50.98
2020-09-16 07:30:00,-51.11,-0.0,-51.11
2020-09-16 08:00:00,-0.0,58.07,58.07
2020-09-16 08:30:00,-0.0,58.07,58.07
2020-09-16 09:00:00,56.53,0.0,56.53
2020-09-16 09:30:00,52.65,-0.0,52.65
2020-09-16 10:00:00,0.0,0.0,0.0
2020-09-16 10:30:00,0.0,-0.0,0.0
2020-09-16 11:00:00,0.0,0.0,0.0
2020-09-16 11:30:00,-0.0,0.0,0.0
2020-09-16 12:00:00,-0.0,0.0,0.0
2020-09-16 12:30:00,-0.0,0.0,0.0
2020-09-16 13:00:00,-0.0,-33.51,-33.51
2020-09-16 13:30:00,-0.0,-33.51,-33.51
2020-09-16 14:00:00,-33.56,0.0,-33.56
2020-09-16 14:30:00,-34.66,0.0,-34.66
2020-09-16 15:00:00,0.0,49.06,49.06
2020-09-16 15:30:00,0.0,49.06,49.06
2020-09-16 16:00:00,-41.26,0.0,-41.26
2020-09-16 16:30:00,-43.3,-0.0,-43.3
2020-09-16 17:00:00,0.0,52.95,52.95
2020-09-16 17:30:00,0.0,52.95,52.95
2020-09-16 18:00:00,0.0,53.945,53.945
2020-09-16 18:30:00,0.0,53.945,53.945
2020-09-16 19:00:00,-46.9,0.0,-46.9
2020-09-16 19:30:00,-39.5,-0.0,-39.5
2020-09-16 20:00:00,0.0,48.485,48.485
2020-09-16 20:30:00,0.0,48.485,48.485
2020-09-16 21:00:00,0.0,0.0,0.0
2020-09-16 21:30:00,0.0,-0.0,0.0
2020-09-16 22:00:00,0.0,0.0,0.0
2020-09-16 22:30:00,-28.07,-0.0,-28.07
2020-09-16 23:00:00,-28.46,0.0,-28.46
2020-09-16 23:30:00,-28.16,0.0,-28.16
2020-09-17 00:00:00,-29.79,0.0,-29.79
2020-09-17 00:30:00,0.0,-0.0,0.0
2020-09-17 01:00:00,0.0,34.22,34.22
2020-09-17 01:30:00,0.0,34.22,34.22
2020-09-17 02:00:00,-27.04,0.0,-27.04
2020-09-17 02:30:00,-26.98,0.0,-26.98
2020-09-17 03:00:00,30.889999999999997,0.0,30.889999999999997
2020-09-17 03:30:00,-28.56,-0.0,-28.56
